player_id,player_name,season,birthDate,age,age_sq
8452371,Glen Wesley,2008,1968-10-02,39.0,1521.0
8455521,Stu Barnes,2008,1970-12-25,36.8,1354.2399999999998
8455805,Keith Carney,2008,1970-02-03,37.7,1421.2900000000002
8455919,Craig Conroy,2008,1971-09-04,36.1,1303.21
8455919,Craig Conroy,2009,1971-09-04,37.1,1376.41
8455919,Craig Conroy,2010,1971-09-04,38.1,1451.6100000000001
8455919,Craig Conroy,2011,1971-09-04,39.1,1528.8100000000002
8456100,Jim Dowd,2008,1968-12-25,38.8,1505.4399999999998
8456106,Dallas Drake,2008,1969-02-04,38.7,1497.6900000000003
8456283,Adam Foote,2008,1971-07-10,36.2,1310.4400000000003
8456283,Adam Foote,2009,1971-07-10,37.2,1383.8400000000001
8456283,Adam Foote,2010,1971-07-10,38.2,1459.2400000000002
8456283,Adam Foote,2011,1971-07-10,39.2,1536.6400000000003
8456464,Bill Guerin,2008,1970-11-09,36.9,1361.61
8456464,Bill Guerin,2009,1970-11-09,37.9,1436.4099999999999
8456464,Bill Guerin,2010,1970-11-09,38.9,1513.2099999999998
8456531,Derian Hatcher,2008,1972-06-04,35.3,1246.0899999999997
8456547,Bret Hedican,2008,1970-08-10,37.1,1376.41
8456547,Bret Hedican,2009,1970-08-10,38.1,1451.6100000000001
8456588,Jamie Heward,2009,1971-03-30,37.5,1406.25
8456595,Sean Hill,2008,1970-02-14,37.6,1413.7600000000002
8456850,Ken Klee,2008,1971-04-24,36.4,1324.9599999999998
8456850,Ken Klee,2009,1971-04-24,37.4,1398.76
8456852,Jon Klemm,2008,1970-01-08,37.7,1421.2900000000002
8456887,Vyacheslav Kozlov,2008,1972-05-03,35.4,1253.1599999999999
8456887,Vyacheslav Kozlov,2009,1972-05-03,36.4,1324.9599999999998
8456887,Vyacheslav Kozlov,2010,1972-05-03,37.4,1398.76
8456966,Robert Lang,2008,1970-12-19,36.8,1354.2399999999998
8456966,Robert Lang,2009,1970-12-19,37.8,1428.8399999999997
8456966,Robert Lang,2010,1970-12-19,38.8,1505.4399999999998
8457063,Nicklas Lidstrom,2008,1970-04-28,37.4,1398.76
8457063,Nicklas Lidstrom,2009,1970-04-28,38.4,1474.56
8457063,Nicklas Lidstrom,2010,1970-04-28,39.4,1552.36
8457063,Nicklas Lidstrom,2011,1970-04-28,40.4,1632.1599999999999
8457063,Nicklas Lidstrom,2012,1970-04-28,41.4,1713.9599999999998
8457261,Brad May,2008,1971-11-29,35.8,1281.6399999999999
8457261,Brad May,2009,1971-11-29,36.8,1354.2399999999998
8457261,Brad May,2010,1971-11-29,37.8,1428.8399999999997
8457384,Aaron Miller,2008,1971-08-11,36.1,1303.21
8457403,Jaroslav Modry,2008,1971-02-27,36.6,1339.5600000000002
8457921,Geoff Sanderson,2008,1972-02-01,35.7,1274.4900000000002
8457981,Teemu Selanne,2008,1970-07-03,37.2,1383.8400000000001
8457981,Teemu Selanne,2009,1970-07-03,38.2,1459.2400000000002
8457981,Teemu Selanne,2010,1970-07-03,39.2,1536.6400000000003
8457981,Teemu Selanne,2011,1970-07-03,40.2,1616.0400000000002
8457981,Teemu Selanne,2012,1970-07-03,41.2,1697.4400000000003
8457981,Teemu Selanne,2013,1970-07-03,42.2,1780.8400000000001
8457981,Teemu Selanne,2014,1970-07-03,43.2,1866.2400000000002
8458031,Chris Simon,2008,1972-01-30,35.7,1274.4900000000002
8458069,Bryan Smolinski,2008,1971-12-27,35.8,1281.6399999999999
8458172,Darryl Sydor,2008,1972-05-13,35.4,1253.1599999999999
8458172,Darryl Sydor,2009,1972-05-13,36.4,1324.9599999999998
8458172,Darryl Sydor,2010,1972-05-13,37.4,1398.76
8458229,Keith Tkachuk,2008,1972-03-28,35.5,1260.25
8458229,Keith Tkachuk,2009,1972-03-28,36.5,1332.25
8458229,Keith Tkachuk,2010,1972-03-28,37.5,1406.25
8458361,Doug Weight,2008,1971-01-21,36.7,1346.89
8458361,Doug Weight,2009,1971-01-21,37.7,1421.2900000000002
8458361,Doug Weight,2010,1971-01-21,38.7,1497.6900000000003
8458361,Doug Weight,2011,1971-01-21,39.7,1576.0900000000001
8458494,Sergei Zubov,2008,1970-07-22,37.2,1383.8400000000001
8458494,Sergei Zubov,2009,1970-07-22,38.2,1459.2400000000002
8458517,Scott Niedermayer,2008,1973-08-31,34.1,1162.8100000000002
8458517,Scott Niedermayer,2009,1973-08-31,35.1,1232.01
8458517,Scott Niedermayer,2010,1973-08-31,36.1,1303.21
8458519,Aaron Ward,2008,1973-01-17,34.7,1204.0900000000001
8458519,Aaron Ward,2009,1973-01-17,35.7,1274.4900000000002
8458519,Aaron Ward,2010,1973-01-17,36.7,1346.89
8458520,Peter Forsberg,2008,1973-07-20,34.2,1169.64
8458520,Peter Forsberg,2011,1973-07-20,37.2,1383.8400000000001
8458524,Martin Lapointe,2008,1973-09-12,34.1,1162.8100000000002
8458525,Brian Rolston,2008,1973-02-21,34.6,1197.16
8458525,Brian Rolston,2009,1973-02-21,35.6,1267.3600000000001
8458525,Brian Rolston,2010,1973-02-21,36.6,1339.5600000000002
8458525,Brian Rolston,2011,1973-02-21,37.6,1413.7600000000002
8458525,Brian Rolston,2012,1973-02-21,38.6,1489.96
8458527,Philippe Boucher,2008,1973-03-24,34.5,1190.25
8458527,Philippe Boucher,2009,1973-03-24,35.5,1260.25
8458529,Alex Kovalev,2008,1973-02-24,34.6,1197.16
8458529,Alex Kovalev,2009,1973-02-24,35.6,1267.3600000000001
8458529,Alex Kovalev,2010,1973-02-24,36.6,1339.5600000000002
8458529,Alex Kovalev,2011,1973-02-24,37.6,1413.7600000000002
8458529,Alex Kovalev,2013,1973-02-24,39.6,1568.16
8458530,Markus Naslund,2008,1973-07-30,34.2,1169.64
8458530,Markus Naslund,2009,1973-07-30,35.2,1239.0400000000002
8458532,Glen Murray,2008,1972-11-01,34.9,1218.01
8458534,Martin Rucinsky,2008,1971-03-11,36.6,1339.5600000000002
8458536,Dean McAmmond,2008,1973-06-15,34.3,1176.4899999999998
8458536,Dean McAmmond,2009,1973-06-15,35.3,1246.0899999999997
8458536,Dean McAmmond,2010,1973-06-15,36.3,1317.6899999999998
8458537,Ray Whitney,2008,1972-05-08,35.4,1253.1599999999999
8458537,Ray Whitney,2009,1972-05-08,36.4,1324.9599999999998
8458537,Ray Whitney,2010,1972-05-08,37.4,1398.76
8458537,Ray Whitney,2011,1972-05-08,38.4,1474.56
8458537,Ray Whitney,2012,1972-05-08,39.4,1552.36
8458537,Ray Whitney,2013,1972-05-08,40.4,1632.1599999999999
8458537,Ray Whitney,2014,1972-05-08,41.4,1713.9599999999998
8458541,Steve Staios,2008,1973-07-28,34.2,1169.64
8458541,Steve Staios,2009,1973-07-28,35.2,1239.0400000000002
8458541,Steve Staios,2010,1973-07-28,36.2,1310.4400000000003
8458541,Steve Staios,2011,1973-07-28,37.2,1383.8400000000001
8458541,Steve Staios,2012,1973-07-28,38.2,1459.2400000000002
8458543,Jassen Cullimore,2008,1972-12-04,34.8,1211.0399999999997
8458543,Jassen Cullimore,2009,1972-12-04,35.8,1281.6399999999999
8458543,Jassen Cullimore,2011,1972-12-04,37.8,1428.8399999999997
8458544,Sandis Ozolinsh,2008,1972-08-03,35.2,1239.0400000000002
8458554,Jozef Stumpel,2008,1972-07-20,35.2,1239.0400000000002
8458561,Yanic Perreault,2008,1971-04-04,36.5,1332.25
8458573,Michael Nylander,2008,1972-10-03,35.0,1225.0
8458573,Michael Nylander,2009,1972-10-03,36.0,1296.0
8458590,Mike Knuble,2008,1972-07-04,35.2,1239.0400000000002
8458590,Mike Knuble,2009,1972-07-04,36.2,1310.4400000000003
8458590,Mike Knuble,2010,1972-07-04,37.2,1383.8400000000001
8458590,Mike Knuble,2011,1972-07-04,38.2,1459.2400000000002
8458590,Mike Knuble,2012,1972-07-04,39.2,1536.6400000000003
8458590,Mike Knuble,2013,1972-07-04,40.2,1616.0400000000002
8458595,Alexei Zhitnik,2008,1972-10-10,35.0,1225.0
8458637,Sean O'Donnell,2008,1971-10-13,36.0,1296.0
8458637,Sean O'Donnell,2009,1971-10-13,37.0,1369.0
8458637,Sean O'Donnell,2010,1971-10-13,38.0,1444.0
8458637,Sean O'Donnell,2011,1971-10-13,39.0,1521.0
8458637,Sean O'Donnell,2012,1971-10-13,40.0,1600.0
8458938,Roman Hamrlik,2008,1974-04-12,33.5,1122.25
8458938,Roman Hamrlik,2009,1974-04-12,34.5,1190.25
8458938,Roman Hamrlik,2010,1974-04-12,35.5,1260.25
8458938,Roman Hamrlik,2011,1974-04-12,36.5,1332.25
8458938,Roman Hamrlik,2012,1974-04-12,37.5,1406.25
8458938,Roman Hamrlik,2013,1974-04-12,38.5,1482.25
8458943,Cory Stillman,2008,1973-12-20,33.8,1142.4399999999998
8458943,Cory Stillman,2009,1973-12-20,34.8,1211.0399999999997
8458943,Cory Stillman,2010,1973-12-20,35.8,1281.6399999999999
8458943,Cory Stillman,2011,1973-12-20,36.8,1354.2399999999998
8458951,Sergei Gonchar,2008,1974-04-13,33.5,1122.25
8458951,Sergei Gonchar,2009,1974-04-13,34.5,1190.25
8458951,Sergei Gonchar,2010,1974-04-13,35.5,1260.25
8458951,Sergei Gonchar,2011,1974-04-13,36.5,1332.25
8458951,Sergei Gonchar,2012,1974-04-13,37.5,1406.25
8458951,Sergei Gonchar,2013,1974-04-13,38.5,1482.25
8458951,Sergei Gonchar,2014,1974-04-13,39.5,1560.25
8458951,Sergei Gonchar,2015,1974-04-13,40.5,1640.25
8458954,Jason Smith,2008,1973-11-02,33.9,1149.2099999999998
8458954,Jason Smith,2009,1973-11-02,34.9,1218.01
8458955,Martin Straka,2008,1972-09-03,35.1,1232.01
8458976,Michael Peca,2008,1974-03-26,33.5,1122.25
8458976,Michael Peca,2009,1974-03-26,34.5,1190.25
8458978,Sergei Brylin,2008,1974-01-13,33.7,1135.6900000000003
8458982,Darren McCarty,2008,1972-04-01,35.5,1260.25
8458982,Darren McCarty,2009,1972-04-01,36.5,1332.25
8458984,Mattias Norstrom,2008,1972-01-02,35.7,1274.4900000000002
8459001,Kirk Maltby,2008,1972-12-22,34.8,1211.0399999999997
8459001,Kirk Maltby,2009,1972-12-22,35.8,1281.6399999999999
8459001,Kirk Maltby,2010,1972-12-22,36.8,1354.2399999999998
8459004,Craig Rivet,2008,1974-09-13,33.0,1089.0
8459004,Craig Rivet,2009,1974-09-13,34.1,1162.8100000000002
8459004,Craig Rivet,2010,1974-09-13,35.0,1225.0
8459004,Craig Rivet,2011,1974-09-13,36.0,1296.0
8459024,Jere Lehtinen,2008,1973-06-24,34.3,1176.4899999999998
8459024,Jere Lehtinen,2009,1973-06-24,35.3,1246.0899999999997
8459024,Jere Lehtinen,2010,1973-06-24,36.3,1317.6899999999998
8459053,Adrian Aucoin,2008,1973-07-03,34.2,1169.64
8459053,Adrian Aucoin,2009,1973-07-03,35.2,1239.0400000000002
8459053,Adrian Aucoin,2010,1973-07-03,36.2,1310.4400000000003
8459053,Adrian Aucoin,2011,1973-07-03,37.2,1383.8400000000001
8459053,Adrian Aucoin,2012,1973-07-03,38.2,1459.2400000000002
8459053,Adrian Aucoin,2013,1973-07-03,39.2,1536.6400000000003
8459064,Derek Armstrong,2008,1973-04-23,34.4,1183.36
8459064,Derek Armstrong,2009,1973-04-23,35.4,1253.1599999999999
8459064,Derek Armstrong,2010,1973-04-23,36.4,1324.9599999999998
8459094,Ian Laperriere,2008,1974-01-19,33.7,1135.6900000000003
8459094,Ian Laperriere,2009,1974-01-19,34.7,1204.0900000000001
8459094,Ian Laperriere,2010,1974-01-19,35.7,1274.4900000000002
8459122,Stephane Yelle,2008,1974-05-09,33.4,1115.56
8459122,Stephane Yelle,2009,1974-05-09,34.4,1183.36
8459122,Stephane Yelle,2010,1974-05-09,35.4,1253.1599999999999
8459246,Donald Brashear,2008,1972-01-07,35.7,1274.4900000000002
8459246,Donald Brashear,2009,1972-01-07,36.7,1346.89
8459246,Donald Brashear,2010,1972-01-07,37.7,1421.2900000000002
8459406,Bryan Helmer,2009,1972-07-15,36.2,1310.4400000000003
8459424,Chris Pronger,2008,1974-10-10,33.0,1089.0
8459424,Chris Pronger,2009,1974-10-10,34.0,1156.0
8459424,Chris Pronger,2010,1974-10-10,35.0,1225.0
8459424,Chris Pronger,2011,1974-10-10,36.0,1296.0
8459424,Chris Pronger,2012,1974-10-10,37.0,1369.0
8459425,Chris Gratton,2008,1975-07-05,32.2,1036.8400000000001
8459425,Chris Gratton,2009,1975-07-05,33.2,1102.2400000000002
8459426,Paul Kariya,2008,1974-10-16,33.0,1089.0
8459426,Paul Kariya,2009,1974-10-16,34.0,1156.0
8459426,Paul Kariya,2010,1974-10-16,35.0,1225.0
8459427,Rob Niedermayer,2008,1974-12-28,32.8,1075.84
8459427,Rob Niedermayer,2009,1974-12-28,33.8,1142.4399999999998
8459427,Rob Niedermayer,2010,1974-12-28,34.8,1211.0399999999997
8459427,Rob Niedermayer,2011,1974-12-28,35.8,1281.6399999999999
8459428,Viktor Kozlov,2008,1975-02-14,32.6,1062.76
8459428,Viktor Kozlov,2009,1975-02-14,33.6,1128.96
8459429,Jason Arnott,2008,1974-10-11,33.0,1089.0
8459429,Jason Arnott,2009,1974-10-11,34.0,1156.0
8459429,Jason Arnott,2010,1974-10-11,35.0,1225.0
8459429,Jason Arnott,2011,1974-10-11,36.0,1296.0
8459429,Jason Arnott,2012,1974-10-11,37.0,1369.0
8459433,Brendan Witt,2008,1975-02-20,32.6,1062.76
8459433,Brendan Witt,2009,1975-02-20,33.6,1128.96
8459433,Brendan Witt,2010,1975-02-20,34.6,1197.16
8459441,Landon Wilson,2009,1975-03-13,33.6,1128.96
8459442,Saku Koivu,2008,1974-11-23,32.9,1082.4099999999999
8459442,Saku Koivu,2009,1974-11-23,33.9,1149.2099999999998
8459442,Saku Koivu,2010,1974-11-23,34.9,1218.01
8459442,Saku Koivu,2011,1974-11-23,35.9,1288.81
8459442,Saku Koivu,2012,1974-11-23,36.9,1361.61
8459442,Saku Koivu,2013,1974-11-23,37.9,1436.4099999999999
8459442,Saku Koivu,2014,1974-11-23,38.9,1513.2099999999998
8459443,Anders Eriksson,2008,1975-01-09,32.7,1069.2900000000002
8459443,Anders Eriksson,2009,1975-01-09,33.7,1135.6900000000003
8459443,Anders Eriksson,2010,1975-01-09,34.7,1204.0900000000001
8459444,Todd Bertuzzi,2008,1975-02-02,32.7,1069.2900000000002
8459444,Todd Bertuzzi,2009,1975-02-02,33.7,1135.6900000000003
8459444,Todd Bertuzzi,2010,1975-02-02,34.7,1204.0900000000001
8459444,Todd Bertuzzi,2011,1975-02-02,35.7,1274.4900000000002
8459444,Todd Bertuzzi,2012,1975-02-02,36.7,1346.89
8459444,Todd Bertuzzi,2013,1975-02-02,37.7,1421.2900000000002
8459444,Todd Bertuzzi,2014,1975-02-02,38.7,1497.6900000000003
8459446,Kevyn Adams,2008,1974-10-08,33.0,1089.0
8459450,Shean Donovan,2008,1975-01-22,32.7,1069.2900000000002
8459450,Shean Donovan,2009,1975-01-22,33.7,1135.6900000000003
8459450,Shean Donovan,2010,1975-01-22,34.7,1204.0900000000001
8459454,Jay Pandolfo,2008,1974-12-27,32.8,1075.84
8459454,Jay Pandolfo,2009,1974-12-27,33.8,1142.4399999999998
8459454,Jay Pandolfo,2010,1974-12-27,34.8,1211.0399999999997
8459454,Jay Pandolfo,2012,1974-12-27,36.8,1354.2399999999998
8459454,Jay Pandolfo,2013,1974-12-27,37.8,1428.8399999999997
8459455,David Vyborny,2008,1975-01-22,32.7,1069.2900000000002
8459457,Jamie Langenbrunner,2008,1975-07-24,32.2,1036.8400000000001
8459457,Jamie Langenbrunner,2009,1975-07-24,33.2,1102.2400000000002
8459457,Jamie Langenbrunner,2010,1975-07-24,34.2,1169.64
8459457,Jamie Langenbrunner,2011,1975-07-24,35.2,1239.0400000000002
8459457,Jamie Langenbrunner,2012,1975-07-24,36.2,1310.4400000000003
8459457,Jamie Langenbrunner,2013,1975-07-24,37.2,1383.8400000000001
8459461,Brendan Morrison,2008,1975-08-15,32.1,1030.41
8459461,Brendan Morrison,2009,1975-08-15,33.1,1095.6100000000001
8459461,Brendan Morrison,2010,1975-08-15,34.1,1162.8100000000002
8459461,Brendan Morrison,2011,1975-08-15,35.1,1232.01
8459461,Brendan Morrison,2012,1975-08-15,36.1,1303.21
8459462,Bryan McCabe,2008,1975-06-08,32.3,1043.2899999999997
8459462,Bryan McCabe,2009,1975-06-08,33.3,1108.8899999999999
8459462,Bryan McCabe,2010,1975-06-08,34.3,1176.4899999999998
8459462,Bryan McCabe,2011,1975-06-08,35.3,1246.0899999999997
8459469,Rory Fitzpatrick,2008,1975-01-11,32.7,1069.2900000000002
8459479,Ville Peltonen,2008,1973-05-24,34.4,1183.36
8459479,Ville Peltonen,2009,1973-05-24,35.4,1253.1599999999999
8459492,Vinny Prospal,2008,1975-02-17,32.6,1062.76
8459492,Vinny Prospal,2009,1975-02-17,33.6,1128.96
8459492,Vinny Prospal,2010,1975-02-17,34.6,1197.16
8459492,Vinny Prospal,2011,1975-02-17,35.6,1267.3600000000001
8459492,Vinny Prospal,2012,1975-02-17,36.6,1339.5600000000002
8459492,Vinny Prospal,2013,1975-02-17,37.6,1413.7600000000002
8459493,Marek Malik,2008,1975-06-24,32.3,1043.2899999999997
8459493,Marek Malik,2009,1975-06-24,33.3,1108.8899999999999
8459514,Jamal Mayers,2008,1974-10-24,32.9,1082.4099999999999
8459514,Jamal Mayers,2009,1974-10-24,33.9,1149.2099999999998
8459514,Jamal Mayers,2010,1974-10-24,34.9,1218.01
8459514,Jamal Mayers,2011,1974-10-24,35.9,1288.81
8459514,Jamal Mayers,2012,1974-10-24,36.9,1361.61
8459514,Jamal Mayers,2013,1974-10-24,37.9,1436.4099999999999
8459527,Shawn Bates,2008,1975-04-03,32.5,1056.25
8459534,Miroslav Satan,2008,1974-10-22,32.9,1082.4099999999999
8459534,Miroslav Satan,2009,1974-10-22,33.9,1149.2099999999998
8459534,Miroslav Satan,2010,1974-10-22,34.9,1218.01
8459538,Nolan Pratt,2008,1975-08-14,32.1,1030.41
8459547,Scott Walker,2008,1973-07-19,34.2,1169.64
8459547,Scott Walker,2009,1973-07-19,35.2,1239.0400000000002
8459547,Scott Walker,2010,1973-07-19,36.2,1310.4400000000003
8459558,Alain Nasreddine,2008,1975-07-10,32.2,1036.8400000000001
8459571,Andreas Karlsson,2008,1975-08-19,32.1,1030.41
8459574,Darcy Tucker,2008,1975-03-15,32.5,1056.25
8459574,Darcy Tucker,2009,1975-03-15,33.5,1122.25
8459574,Darcy Tucker,2010,1975-03-15,34.5,1190.25
8459587,Todd Marchant,2008,1973-08-12,34.1,1162.8100000000002
8459587,Todd Marchant,2009,1973-08-12,35.1,1232.01
8459587,Todd Marchant,2010,1973-08-12,36.1,1303.21
8459587,Todd Marchant,2011,1973-08-12,37.1,1376.41
8459596,Andrew Brunette,2008,1973-08-24,34.1,1162.8100000000002
8459596,Andrew Brunette,2009,1973-08-24,35.1,1232.01
8459596,Andrew Brunette,2010,1973-08-24,36.1,1303.21
8459596,Andrew Brunette,2011,1973-08-24,37.1,1376.41
8459596,Andrew Brunette,2012,1973-08-24,38.1,1451.6100000000001
8459628,Hal Gill,2008,1975-04-06,32.5,1056.25
8459628,Hal Gill,2009,1975-04-06,33.5,1122.25
8459628,Hal Gill,2010,1975-04-06,34.5,1190.25
8459628,Hal Gill,2011,1975-04-06,35.5,1260.25
8459628,Hal Gill,2012,1975-04-06,36.5,1332.25
8459628,Hal Gill,2013,1975-04-06,37.5,1406.25
8459628,Hal Gill,2014,1975-04-06,38.5,1482.25
8459640,Mike Grier,2008,1975-01-05,32.7,1069.2900000000002
8459640,Mike Grier,2009,1975-01-05,33.7,1135.6900000000003
8459640,Mike Grier,2010,1975-01-05,34.7,1204.0900000000001
8459640,Mike Grier,2011,1975-01-05,35.7,1274.4900000000002
8459648,Pavol Demitra,2008,1974-11-29,32.8,1075.84
8459648,Pavol Demitra,2009,1974-11-29,33.8,1142.4399999999998
8459648,Pavol Demitra,2010,1974-11-29,34.8,1211.0399999999997
8459670,Kimmo Timonen,2008,1975-03-18,32.5,1056.25
8459670,Kimmo Timonen,2009,1975-03-18,33.5,1122.25
8459670,Kimmo Timonen,2010,1975-03-18,34.5,1190.25
8459670,Kimmo Timonen,2011,1975-03-18,35.5,1260.25
8459670,Kimmo Timonen,2012,1975-03-18,36.5,1332.25
8459670,Kimmo Timonen,2013,1975-03-18,37.5,1406.25
8459670,Kimmo Timonen,2014,1975-03-18,38.5,1482.25
8459670,Kimmo Timonen,2015,1975-03-18,39.5,1560.25
8459687,Scott Nichol,2008,1974-12-31,32.8,1075.84
8459687,Scott Nichol,2009,1974-12-31,33.8,1142.4399999999998
8459687,Scott Nichol,2010,1974-12-31,34.8,1211.0399999999997
8459687,Scott Nichol,2011,1974-12-31,35.8,1281.6399999999999
8459687,Scott Nichol,2012,1974-12-31,36.8,1354.2399999999998
8459687,Scott Nichol,2013,1974-12-31,37.8,1428.8399999999997
8460105,Radek Bonk,2008,1976-01-09,31.7,1004.89
8460105,Radek Bonk,2009,1976-01-09,32.7,1069.2900000000002
8460254,Greg De Vries,2008,1973-01-04,34.7,1204.0900000000001
8460254,Greg De Vries,2009,1973-01-04,35.7,1274.4900000000002
8460465,Petr Sykora,2008,1976-11-19,30.9,954.81
8460465,Petr Sykora,2009,1976-11-19,31.9,1017.6099999999999
8460465,Petr Sykora,2010,1976-11-19,32.9,1082.4099999999999
8460465,Petr Sykora,2012,1976-11-19,34.9,1218.01
8460492,Ed Jovanovski,2008,1976-06-26,31.3,979.69
8460492,Ed Jovanovski,2009,1976-06-26,32.3,1043.2899999999997
8460492,Ed Jovanovski,2010,1976-06-26,33.3,1108.8899999999999
8460492,Ed Jovanovski,2011,1976-06-26,34.3,1176.4899999999998
8460492,Ed Jovanovski,2012,1976-06-26,35.3,1246.0899999999997
8460492,Ed Jovanovski,2013,1976-06-26,36.3,1317.6899999999998
8460492,Ed Jovanovski,2014,1976-06-26,37.3,1391.2899999999997
8460496,Ryan Smyth,2008,1976-02-21,31.6,998.5600000000001
8460496,Ryan Smyth,2009,1976-02-21,32.6,1062.76
8460496,Ryan Smyth,2010,1976-02-21,33.6,1128.96
8460496,Ryan Smyth,2011,1976-02-21,34.6,1197.16
8460496,Ryan Smyth,2012,1976-02-21,35.6,1267.3600000000001
8460496,Ryan Smyth,2013,1976-02-21,36.6,1339.5600000000002
8460496,Ryan Smyth,2014,1976-02-21,37.6,1413.7600000000002
8460500,Nolan Baumgartner,2010,1976-03-23,33.5,1122.25
8460502,Wade Belak,2008,1976-07-03,31.2,973.4399999999999
8460502,Wade Belak,2009,1976-07-03,32.2,1036.8400000000001
8460502,Wade Belak,2010,1976-07-03,33.2,1102.2400000000002
8460502,Wade Belak,2011,1976-07-03,34.2,1169.64
8460503,Mattias Ohlund,2008,1976-09-09,31.1,967.21
8460503,Mattias Ohlund,2009,1976-09-09,32.1,1030.41
8460503,Mattias Ohlund,2010,1976-09-09,33.1,1095.6100000000001
8460503,Mattias Ohlund,2011,1976-09-09,34.1,1162.8100000000002
8460504,Ethan Moreau,2008,1975-09-22,32.0,1024.0
8460504,Ethan Moreau,2009,1975-09-22,33.0,1089.0
8460504,Ethan Moreau,2010,1975-09-22,34.0,1156.0
8460504,Ethan Moreau,2011,1975-09-22,35.0,1225.0
